,DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/ Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,dbn,total_students,graduation_rate,attendance_rate,pct_stu_enough_variety,college_career_rate,pct_stu_safe,girls,boys,pbat,international,specialized,transfer,ptech,earlycollege,school_accessibility_description,zip,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL
213,13K412,"Brooklyn Community High School of Communication, A",High School,410,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.76,0.83,0.67,0.87,0.91,0.88,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,2015-05-05T00:00:00.000,2.58,2.13,0.039,0.24100000000000002,0.022000000000000002,0.7559999999999999,0.102,0.115,0.61,0.012,0.741,0.215,0.005,11.0,0.7859999999999999,0.821,0.499,0.977,13K412,425,0.77,0.82,0.76,0.53,0.87,,,,,,,,,,11205,40.692642,-73.958794,3,33,235,3055165.0,3019260010.0
214,13K419,"Science Skills Center High School for Science, Tec",High School,544,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.82,0.63,0.84,0.88,0.83,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"April 14, 2016",2.78,2.47,0.046,0.16,0.006,0.659,0.061,0.09699999999999999,0.46,0.061,0.706,0.17800000000000002,0.033,5.2,0.667,0.925,0.201,0.973,13K419,562,0.84,0.93,0.65,0.68,0.76,,,,,,,,,2.0,11201,40.697339,-73.985016,2,33,15,3000216.0,3001200020.0
215,13K430,Brooklyn Technical High School,High School,5682,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,0.8,0.78,0.76,0.83,0.77,0.87,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,March 2017,3.99,4.18,0.0,0.017,0.001,0.419,0.002,0.019,0.257,0.614,0.07,0.073,0.222,0.5,0.9109999999999999,0.9640000000000001,0.077,0.9690000000000001,13K430,5838,0.98,0.96,0.94,0.95,0.95,,,,,1.0,,,,2.0,11217,40.688834,-73.976905,2,35,33,3058752.0,3020980013.0
216,13K439,Brooklyn International High School,High School,361,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.9,0.98,0.88,0.98,0.87,0.96,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"November 20, 2014",1.92,2.15,0.8009999999999999,0.042,0.003,0.875,0.31,0.152,0.35700000000000004,0.28,0.20199999999999999,0.371,0.147,2.8,0.64,0.922,0.24100000000000002,0.9620000000000001,13K439,354,0.8,0.92,0.92,0.63,0.89,,,1.0,1.0,,,,,2.0,11201,40.697339,-73.985016,2,33,15,3000216.0,3001200020.0
217,13K483,The Urban Assembly School for Law and Justice,High School,460,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.81,0.87,0.79,0.94,0.9,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"December 4, 2015",2.83,2.47,0.017,0.165,0.0,0.5710000000000001,0.048,0.059000000000000004,0.40700000000000003,0.026000000000000002,0.68,0.243,0.015,4.0,0.7929999999999999,0.907,0.295,0.975,13K483,449,0.91,0.91,0.91,0.76,0.84,,,,,,,,,1.0,11201,40.694682,-73.988853,2,33,11,3331741.0,3001400010.0
218,13K499,ACORN Community High School,High School,262,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.9,0.69,0.92,0.73,0.88,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Developing,March 2017,2.47,2.07,0.05,0.302,0.011000000000000001,0.731,0.156,0.172,0.508,0.019,0.79,0.149,0.027000000000000003,7.0,1.0,0.7979999999999999,0.53,0.9640000000000001,13K499,193,0.74,0.8,0.38,0.54,0.83,,,,,,,,,2.0,11238,40.678488,-73.96210500000001,8,35,305,3027982.0,3011410005.0
219,13K527,Urban Assembly Institute of Math and Science for Y,High School,321,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.73,0.87,0.64,0.89,0.87,0.89,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,,,,,,2014-12-08T00:00:00.000,2.66,2.23,0.065,0.18100000000000002,0.003,0.6609999999999999,0.069,0.078,0.495,0.047,0.726,0.115,0.1,6.8,0.6940000000000001,0.872,0.408,0.9640000000000001,13K527,480,0.78,0.87,0.53,0.62,0.77,1.0,,,,,,,,1.0,11201,40.694682,-73.988853,2,33,11,3331741.0,3001400010.0
220,13K595,Bedford Academy High School,High School,358,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.86,0.89,0.75,0.95,0.93,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,2014-12-19T00:00:00.000,3.3,2.94,0.003,0.11199999999999999,0.0,0.499,0.022000000000000002,0.039,0.321,0.036000000000000004,0.7909999999999999,0.098,0.022000000000000002,1.8,0.9,0.93,0.19699999999999998,0.965,13K595,364,0.98,0.93,0.49,0.88,0.91,,,,,,,,,2.0,11216,40.68538,-73.954302,3,36,243,3329679.0,3018120001.0
221,13K605,George Westinghouse Career and Technical Education,High School,690,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.75,0.81,0.64,0.86,0.81,0.87,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,2015-03-19T00:00:00.000,2.64,2.31,0.02,0.20600000000000002,0.035,0.664,0.054000000000000006,0.096,0.484,0.040999999999999995,0.7090000000000001,0.213,0.023,8.9,0.7140000000000001,0.878,0.41600000000000004,0.972,13K605,756,0.74,0.88,0.76,0.39,0.79,,,,,,,,,2.0,11201,40.694926,-73.98601500000001,2,33,13,3348041.0,3001310001.0
222,13K670,Benjamin Banneker Academy,High School,896,Approaching Target,Approaching Target,Approaching Target,Approaching Target,,,Approaching Target,0.8,0.76,0.63,0.8,0.85,0.85,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,March 2017,3.33,3.02,0.006,0.132,0.011000000000000001,0.5579999999999999,0.027000000000000003,0.055,0.369,0.036000000000000004,0.8290000000000001,0.098,0.006999999999999999,1.0,0.9329999999999999,0.88,0.41,0.968,13K670,844,0.92,0.88,0.7,0.8,0.83,,,,,,,,,2.0,11205,40.695332,-73.969243,2,35,191,3054323.0,3018880034.0
223,13K674,"City Polytechnic High School of Engineering, Archi",High School,449,Approaching Target,Meeting Target,,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.82,0.88,0.82,0.95,0.81,0.94,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Developing,December 2016,2.95,2.77,0.016,0.185,0.004,0.5589999999999999,0.027000000000000003,0.06,0.39,0.062,0.713,0.174,0.028999999999999998,0.9,0.6,0.893,0.273,0.96,13K674,439,0.87,0.89,,0.77,,,,,,,,1.0,1.0,2.0,11201,40.694926,-73.98601500000001,2,33,13,3348041.0,3001310001.0
224,14K071,Juan Morel Campos Secondary School,High School,374,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.79,0.86,0.71,0.91,0.87,0.89,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,May 2017,2.28,2.01,0.24100000000000002,0.27,0.024,0.835,0.053,0.158,0.618,0.008,0.14400000000000002,0.797,0.037000000000000005,0.7,0.8059999999999999,0.865,0.426,0.9570000000000001,14K071,534,0.66,0.87,0.71,0.23,0.8,,,,,,,,,2.0,11206,40.703624,-73.95314599999999,1,33,529,3061064.0,3022270001.0
225,14K449,"Brooklyn Latin School, The",High School,724,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,0.91,0.88,0.8,0.9,0.79,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,2014-12-15T00:00:00.000,3.92,4.05,0.0,0.03,0.0,0.40399999999999997,0.008,0.026000000000000002,0.217,0.45899999999999996,0.145,0.135,0.134,4.0,0.682,0.9329999999999999,0.23800000000000002,0.972,14K449,678,0.99,0.93,0.78,0.85,0.89,,,,,1.0,,,,,11206,40.709941,-73.943641,1,34,505,3070825.0,3030250001.0
226,14K454,Green School: An Academy for Environmental Careers,High School,244,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.77,0.82,0.71,0.89,0.91,0.9,Well Developed,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,November 2016,2.41,2.11,0.336,0.23,0.012,0.813,0.12300000000000001,0.19699999999999998,0.49200000000000005,0.008,0.299,0.664,0.016,5.4,0.792,0.845,0.513,0.971,14K454,269,0.68,0.85,0.68,0.32,0.88,,,,,,,,,,11206,40.709941,-73.943641,1,34,505,3070825.0,3030250001.0
227,14K474,PROGRESS High School for Professional Careers,High School,886,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.84,0.95,0.72,0.97,0.95,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,2015-04-20T00:00:00.000,2.49,2.16,0.146,0.207,0.035,0.764,0.115,0.114,0.563,0.003,0.368,0.599,0.013999999999999999,20.0,0.6859999999999999,0.841,0.428,0.9540000000000001,14K474,766,0.78,0.84,0.75,0.42,0.8,,,,,,,,,2.0,11211,40.712184,-73.939722,1,34,485,3325733.0,3030160001.0
228,14K477,School for Legal Studies,High School,432,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.79,0.93,0.69,0.93,0.83,0.91,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,March 2017,2.49,2.14,0.243,0.192,0.002,0.828,0.16699999999999998,0.17800000000000002,0.581,0.006999999999999999,0.435,0.532,0.012,3.3,0.9,0.774,0.61,0.9640000000000001,14K477,335,0.64,0.77,0.75,0.3,0.82,,,,,,,,,2.0,11211,40.712184,-73.939722,1,34,485,3325733.0,3030160001.0
229,14K478,"The High School for Enterprise, Business and Techn",High School,934,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.66,0.71,0.62,0.7,0.83,0.79,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,2015-03-31T00:00:00.000,2.59,2.36,0.095,0.20199999999999999,0.005,0.716,0.091,0.10099999999999999,0.514,0.032,0.348,0.5820000000000001,0.021,6.8,0.789,0.852,0.392,0.958,14K478,872,0.78,0.85,0.74,0.61,0.72,,,,,,,,,2.0,11211,40.712184,-73.939722,1,34,485,3325733.0,3030160001.0
230,14K488,Brooklyn Preparatory High School,High School,526,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.83,0.92,0.73,0.92,0.8,0.89,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,2015-05-05T00:00:00.000,2.86,2.46,0.021,0.165,0.008,0.647,0.055,0.068,0.48100000000000004,0.021,0.506,0.441,0.013000000000000001,6.9,0.667,0.8590000000000001,0.418,0.966,14K488,512,0.92,0.86,0.81,0.69,0.8,,,,,,,,,2.0,11211,40.715073,-73.95475400000001,1,33,519,3062135.0,3023300011.0
231,14K558,Williamsburg High School for Architecture and Desi,High School,565,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.93,0.92,0.96,0.92,0.88,0.95,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,2015-01-12T00:00:00.000,2.74,2.47,0.025,0.253,0.005,0.6459999999999999,0.027000000000000003,0.09699999999999999,0.457,0.025,0.313,0.596,0.051,8.5,0.8,0.9109999999999999,0.256,0.977,14K558,566,0.95,0.91,0.97,0.56,0.96,,,,,,,,,2.0,11211,40.715073,-73.95475400000001,1,33,519,3062135.0,3023300011.0
232,14K561,Williamsburg Preparatory School,High School,686,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.77,0.87,0.72,0.89,0.81,0.92,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,2015-02-26T00:00:00.000,2.86,2.55,0.034,0.179,0.003,0.6729999999999999,0.045,0.06,0.496,0.025,0.16899999999999998,0.706,0.09300000000000001,6.6,0.909,0.9,0.305,0.963,14K561,676,0.95,0.9,0.82,0.74,0.85,,,,,,,,,2.0,11211,40.715073,-73.95475400000001,1,33,519,3062135.0,3023300011.0
233,14K586,Lyons Community School,High School,347,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.77,0.89,0.72,0.88,0.85,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"December 16, 2015",2.45,2.03,0.133,0.222,0.003,0.815,0.049,0.16699999999999998,0.622,0.013999999999999999,0.34600000000000003,0.611,0.026000000000000002,10.0,0.809,0.807,0.589,0.977,14K586,496,0.65,0.81,0.77,0.4,0.81,,,1.0,,,,,,,11206,40.709941,-73.943641,1,34,505,3070825.0,3030250001.0
234,14K610,Automotive High School,High School,337,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.76,0.84,0.7,0.87,0.84,0.89,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,April 2017,2.37,2.11,0.10400000000000001,0.318,0.08900000000000001,0.72,0.139,0.142,0.5579999999999999,0.036000000000000004,0.49,0.42100000000000004,0.03,0.9,0.444,0.805,0.509,0.966,14K610,399,0.72,0.81,0.81,0.18,0.79,,,,,,,,,2.0,11222,40.721981,-73.953281,1,33,517,3066698.0,3026700001.0
235,14K614,Young Women's Leadership School of Brooklyn,High School,238,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.87,0.87,0.73,0.93,0.92,0.88,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,"December 10, 2015",2.86,2.46,0.067,0.16,0.004,0.7020000000000001,0.076,0.105,0.525,0.038,0.542,0.307,0.071,0.8,0.75,0.884,0.34,0.982,14K614,406,1.0,0.88,0.58,0.97,0.86,1.0,,,,,,,,,11206,40.705203999999995,-73.93940699999999,1,34,485,3071418.0,3030910001.0
236,14K685,El Puente Academy for Peace and Justice,High School,242,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.87,0.9,0.83,0.93,0.87,0.95,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,2015-04-21T00:00:00.000,2.48,2.1,0.157,0.252,0.004,0.7859999999999999,0.087,0.11199999999999999,0.579,0.004,0.095,0.855,0.012,6.0,0.688,0.818,0.502,0.987,14K685,236,0.56,0.82,0.82,0.47,0.96,,,1.0,,,,,,,11211,40.705898,-73.955611,1,33,529,3379706.0,3022070002.0
237,15K429,Digital Arts and Cinema Technology High School,High School,161,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.79,0.81,0.67,0.84,0.82,0.79,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,December 2016,2.66,2.27,0.031,0.248,0.006,0.765,0.043,0.075,0.609,0.037000000000000005,0.59,0.342,0.031,3.8,0.85,0.8909999999999999,0.44799999999999995,0.9590000000000001,15K429,206,0.69,0.89,0.66,0.71,0.78,,,,,,,,,,11201,40.685419,-73.993351,6,33,69,3006401.0,3004020001.0
238,15K448,Brooklyn Secondary School for Collaborative Studie,High School,405,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,0.81,0.89,0.71,0.9,0.91,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"January 13, 2016",2.74,2.27,0.057,0.299,0.0,0.608,0.037000000000000005,0.081,0.42200000000000004,0.032,0.375,0.491,0.081,2.9,0.8,0.836,0.466,0.9690000000000001,15K448,681,0.9,0.84,0.73,0.74,0.86,,,1.0,,,,,,,11231,40.68007,-74.001377,6,39,63,3336036.0,3003690001.0
239,15K462,John Jay School for Law,High School,421,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.79,0.75,0.69,0.82,0.77,0.81,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"April 1, 2015",2.74,2.33,0.031,0.14300000000000002,0.0,0.6509999999999999,0.059000000000000004,0.1,0.489,0.012,0.6890000000000001,0.24,0.028999999999999998,7.0,0.5379999999999999,0.8540000000000001,0.473,0.9490000000000001,15K462,439,0.86,0.85,0.84,0.55,0.83,,,,,,,,,1.0,11215,40.669629,-73.979287,6,39,155,3025510.0,3010820001.0
240,15K463,Secondary School for Journalism,High School,236,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,0.71,0.82,0.62,0.89,0.73,0.83,Developing,Developing,Developing,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Developing,April 2017,2.7,2.33,0.12300000000000001,0.19899999999999998,0.0,0.664,0.11,0.106,0.45799999999999996,0.07200000000000001,0.48700000000000004,0.373,0.055,1.7,0.75,0.835,0.528,0.9540000000000001,15K463,215,0.65,0.84,0.7,0.61,0.76,,,,,,,,,1.0,11215,40.669629,-73.979287,6,39,155,3025510.0,3010820001.0
241,15K464,Park Slope Collegiate,High School,414,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.69,0.79,0.67,0.86,0.86,0.87,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"May 13, 2015",2.58,2.27,0.087,0.196,0.002,0.63,0.027000000000000003,0.075,0.45399999999999996,0.06,0.423,0.423,0.063,13.0,0.66,0.87,0.363,0.9590000000000001,15K464,654,0.64,0.87,0.67,0.66,0.76,,,,,,,,,1.0,11215,40.669629,-73.979287,6,39,155,3025510.0,3010820001.0
242,15K497,The Boerum Hill School for International Studies,High School,295,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.81,0.89,0.74,0.9,0.89,0.88,Well Developed,Proficient,Well Developed,Proficient,Well Developed,,,,,,2015-05-12T00:00:00.000,2.7,2.38,0.102,0.166,0.013999999999999999,0.67,0.02,0.08800000000000001,0.502,0.057999999999999996,0.49200000000000005,0.325,0.092,4.8,0.488,0.802,0.633,0.966,15K497,632,0.78,0.8,0.79,0.56,0.85,,,,,,,,,,11201,40.685419,-73.993351,6,33,69,3006401.0,3004020001.0
243,15K519,Cobble Hill School of American Studies,High School,598,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.73,0.77,0.67,0.78,0.86,0.83,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,"March 1, 2016",2.67,2.26,0.08199999999999999,0.21100000000000002,0.003,0.6970000000000001,0.12,0.11900000000000001,0.513,0.033,0.63,0.268,0.027999999999999997,6.8,0.629,0.8029999999999999,0.508,0.956,15K519,584,0.79,0.8,0.56,0.55,0.84,,,,,,,,,,11201,40.684523999999996,-73.990993,6,33,69,3006356.0,3003970011.0
244,15K592,Khalil Gibran International Academy,High School,268,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.7,0.68,0.84,0.85,0.89,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,"April 21, 2015",2.54,2.25,0.381,0.142,0.0,0.753,0.187,0.134,0.418,0.168,0.358,0.063,0.366,5.8,0.522,0.845,0.42100000000000004,0.971,15K592,270,0.67,0.85,0.61,0.57,0.76,,,,,,,,,,11217,40.686499,-73.979649,2,33,39,3331754.0,3001740001.0
245,15K656,Brooklyn High School of the Arts,High School,866,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.81,0.86,0.67,0.9,0.83,0.88,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,March 2017,3.02,2.58,0.013000000000000001,0.14300000000000002,0.042,0.57,0.023,0.067,0.395,0.027000000000000003,0.691,0.21899999999999997,0.023,9.0,0.7070000000000001,0.92,0.21100000000000002,0.9690000000000001,15K656,867,0.85,0.92,0.75,0.64,0.87,,,,,,,,,2.0,11217,40.683559,-73.98026999999999,2,33,39,3001190.0,3001920013.0
246,15K667,Sunset Park High School,High School,1291,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.71,0.7,0.75,0.71,0.85,0.82,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"March 24, 2015",2.6,2.36,0.16699999999999998,0.22699999999999998,0.04,0.736,0.067,0.071,0.537,0.073,0.095,0.755,0.07400000000000001,2.8,0.645,0.865,0.35,0.973,15K667,1230,0.77,0.87,0.87,0.51,0.9,,,,,,,,,1.0,11232,40.65571,-74.005197,7,38,84,3394175.0,3006880026.0
247,15K684,Millennium Brooklyn HS,High School,654,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.89,0.91,0.85,0.92,0.84,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"February 11, 2016",3.65,3.41,0.002,0.139,0.002,0.37799999999999995,0.006,0.018000000000000002,0.225,0.087,0.23399999999999999,0.248,0.34299999999999997,2.0,0.698,0.941,0.15,0.9570000000000001,15K684,672,0.99,0.94,0.92,0.88,0.96,,,,,,,,,1.0,11215,40.669629,-73.979287,6,39,155,3025510.0,3010820001.0
248,16K455,Boys and Girls High School,High School,396,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.81,0.89,0.72,0.91,0.83,0.87,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,May 2017,2.42,2.09,0.051,0.29,0.083,0.773,0.121,0.14400000000000002,0.586,0.018000000000000002,0.836,0.10400000000000001,0.023,1.0,0.821,0.847,0.44299999999999995,0.972,16K455,428,0.63,0.85,0.82,0.25,0.81,,,,,,,,,2.0,11213,40.67944,-73.932407,3,36,271,3047996.0,3017010001.0
249,16K498,Brooklyn High School for Law and Technology,High School,658,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.71,0.72,0.59,0.73,0.79,0.8,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,November 2016,2.68,2.31,0.032,0.233,0.032,0.73,0.11199999999999999,0.106,0.568,0.027000000000000003,0.6659999999999999,0.267,0.02,1.9,0.6579999999999999,0.852,0.386,0.9590000000000001,16K498,594,0.74,0.85,0.58,0.49,0.74,,,,,,,,,2.0,11221,40.688831,-73.920906,3,41,375,3039676.0,3014820001.0
250,16K688,The Brooklyn Academy of Global Finance,High School,112,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,Approaching Target,0.83,0.95,0.73,1.0,0.83,0.97,Proficient,Developing,Developing,Developing,Developing,Developing,Proficient,Developing,Proficient,Developing,May 2017,2.3,1.97,0.08,0.25,0.0,0.82,0.24100000000000002,0.28600000000000003,0.634,0.063,0.741,0.134,0.045,4.8,0.778,0.778,0.5920000000000001,0.943,16K688,135,0.66,0.78,0.76,0.26,0.85,,,,,,,,,,11221,40.691274,-73.933697,3,36,291,3043822.0,3016160001.0
251,16K765,Nelson Mandela High School,High School,265,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,,0.73,0.78,0.64,0.84,0.85,0.85,Proficient,Developing,Developing,Proficient,Developing,Proficient,Developing,Proficient,Proficient,Developing,December 2016,2.45,2.12,0.015,0.249,0.053,0.772,0.177,0.109,0.615,0.004,0.853,0.109,0.015,3.0,0.722,0.78,0.63,0.977,16K765,273,,0.78,0.6,,0.81,,,,,,,,,2.0,11213,40.67944,-73.932407,3,36,271,3047996.0,3017010001.0
252,17K122,Pathways in Technology Early College High School (,High School,573,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.84,0.89,0.72,0.94,0.89,0.92,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,"May 31, 2016",2.79,2.47,0.013999999999999999,0.157,0.0,0.539,0.051,0.073,0.358,0.027999999999999997,0.855,0.099,0.005,6.0,0.9229999999999999,0.925,0.18899999999999997,0.973,17K122,592,0.81,0.93,0.77,0.68,0.83,,,,,,,1.0,1.0,2.0,11213,40.675612,-73.938843,8,36,311,3030553.0,3012160046.0
253,17K382,Academy for College Preparation and Career Explora,High School,259,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.8,0.8,0.68,0.82,0.79,0.84,Proficient,Developing,Proficient,Proficient,Developing,,,,,,"December 15, 2015",2.48,2.13,0.11599999999999999,0.17800000000000002,0.004,0.677,0.174,0.147,0.41700000000000004,0.023,0.807,0.11599999999999999,0.023,0.4,0.9129999999999999,0.835,0.424,0.978,17K382,422,0.64,0.84,0.67,0.49,0.77,,,,,,,,,2.0,11226,40.649786999999996,-73.95855,14,40,794,3336215.0,3051030010.0
254,17K408,Academy of Hospitality and Tourism,High School,191,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,0.85,0.91,0.75,0.95,0.92,0.93,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,December 2016,2.45,2.14,0.152,0.22,0.0,0.653,0.23,0.11,0.37200000000000005,0.042,0.7959999999999999,0.115,0.037000000000000005,1.3,0.733,0.821,0.41600000000000004,0.993,17K408,208,0.53,0.82,0.83,0.3,0.79,,,,,,,,,2.0,11226,40.649786999999996,-73.95855,14,40,794,3336215.0,3051030010.0
